id_acta_nacimiento,primer_nombre,segundo_nombre,tercer_nombre,primer_apellido,segundo_apellido,genero,fecha_nacimiento,id_municipio,id_padre,id_madre
1000000633,Christos,Alejandro,Krishna,Densie,Wybrow,M,1974-12-28,1508,,
1000000634,Artemis,Pip,Anderson,Adamov,Train,M,1914-01-21,1316,,
1000000635,Tarrance,Artus,Jayson,Swanbourne,Heinrich,M,2014-11-08,1322,,
1000000636,Daryl,Arlan,Brice,Gostick,Haire,M,1923-12-18,1330,,
1000000637,Basile,Antoine,Thane,Semaine,Fossey,M,1970-09-05,302,,
1000000638,Nigel,Cornell,Shepherd,Sheridan,Giorgioni,M,2021-01-09,1011,,
1000000639,Weylin,Samson,Urbain,Budgett,Murkus,M,1914-03-17,703,,
1000000640,Clarke,Mikel,Northrop,Doggerell,Riccardini,M,1965-02-11,1207,,
1000000641,Reinold,Chrissy,Tamas,Derill,Efford,M,1956-09-30,415,,
1000000642,Rhys,Skippie,Dave,Cornfield,Regardsoe,M,1942-11-07,901,,
1000000643,Thorny,Kimbell,Jasun,MacAloren,Giffard,M,1987-01-06,1332,,
1000000644,Gareth,Claudianus,Jonathon,Popland,Cubberley,M,1952-04-16,2010,,
1000000645,Wash,Giorgi,Morty,Creber,MacCrann,M,1957-06-06,410,,
1000000646,Thorin,Moises,Cobbie,Somerfield,Gjerde,M,1915-07-21,712,,
1000000647,Pebrook,Gifford,Vern,Milvarnie,Haggis,M,1967-02-03,315,,
1000000648,Husein,Mordecai,Gustav,Plum,Cappleman,M,1931-06-12,1607,,
1000000649,Archibold,Ruperto,Shelley,Muldrew,Ruddick,M,1976-10-07,1318,,
1000000650,Tailor,Birk,Walker,Cawkill,Harper,M,1990-08-22,308,,
1000000651,Rainer,Teodoor,Allen,Brager,Stocks,M,2018-07-03,1707,,
1000000652,Randolf,Mauricio,Reuben,Driver,Denisovo,M,1979-01-29,601,,
1000000653,Kenn,Moishe,Kennett,Valencia,Hayball,M,1943-07-21,408,,
1000000654,Ludwig,Heinrick,Kevon,Laminman,Dodswell,M,1920-02-09,1104,,
1000000655,Carver,Forbes,Moses,Imeson,Esche,M,1975-09-09,309,,
1000000656,Giustino,Lyell,Cassius,Ottewell,Ribbens,M,1938-07-16,1319,,
1000000657,Roland,Burty,Geoffry,Juza,Gercken,M,1982-02-20,410,,
1000000658,Svend,Kippy,Ewart,Meni,Smylie,M,1996-10-20,713,,
1000000659,Durant,Phineas,Ezri,Couche,Gracey,M,1930-09-23,2003,,
1000000660,Alistair,Isadore,Finn,Mariotte,Clausen-Thue,M,1972-03-07,1108,,
1000000661,Corbin,Emery,Roy,Edgley,Brewers,M,1912-10-15,924,,
1000000662,Isa,Morse,Dorie,Hansana,Dmitrichenko,M,2007-09-11,1614,,
1000000663,Jareb,Noak,Archibald,Roskeilly,Pethick,M,2002-02-23,1325,,
1000000664,Abie,Ase,Rodolph,Aers,Dunkersley,M,2009-12-25,112,,
1000000665,Currie,Fleming,Thurstan,Beaulieu,Petracci,M,1960-07-16,910,,
1000000666,Chaddie,Reggy,Price,Drever,Dmitrievski,M,1949-03-08,916,,
1000000667,Dalli,Willey,Horten,Haughey,O'Calleran,M,1921-09-15,1310,,
1000000668,Arel,Alfy,Web,Tedstone,Mattiassi,M,1903-01-04,1603,,
1000000669,Jarib,Murry,Cris,Twiddle,Hallaways,M,1928-11-01,309,,
1000000670,Prince,Ive,Myles,Gleadle,Fishwick,M,1964-10-25,1230,,
1000000671,Shaun,Buck,Herman,Tait,Alyokhin,M,2012-06-17,314,,
1000000672,Salmon,Cletus,Quentin,Godbolt,Kirstein,M,1934-11-26,1613,,
1000000673,Jae,August,Trenton,Marsters,Blakelock,M,1978-02-18,1706,,
1000000674,Gare,Dillie,Sherlock,Castledine,Keaveny,M,1950-01-26,1225,,
1000000675,Jessee,Padraic,Puff,Witchard,Harp,M,1942-02-10,1905,,
1000000676,Ricky,Rochester,Bail,MacGarvey,De Caville,M,2021-03-31,202,,
1000000677,Ezra,Bart,Wilton,Fessier,Linfoot,M,1914-03-26,110,,
1000000678,Ashby,Wilbur,Glenn,Alflat,Viccars,M,1993-06-30,611,,
1000000679,Theodor,Bertrando,Jeff,Tiltman,Skowcraft,M,2003-12-17,1703,,
1000000680,Phillipe,Israel,Harvey,Greenaway,De Beauchemp,M,1973-10-17,2215,,
1000000681,Yule,Ralf,Nikola,Nealon,Haseley,M,1937-05-15,1214,,
1000000682,Waring,Mason,Torr,Aksell,Stein,M,1943-01-04,923,,
1000000683,Hagan,Griffith,Sidney,Behne,Squirrell,M,1998-07-19,1603,,
1000000684,Yves,Nathan,Pedro,Jozwiak,Wines,M,1920-05-12,901,,
1000000685,Alex,Jamison,Jess,Girardin,Kopp,M,2015-08-31,1711,,
1000000686,Roderic,Otes,Jose,Gumey,Bowsher,M,1986-11-25,306,,
1000000687,Diarmid,Rice,Richmond,Jolliman,Abden,M,1971-04-08,1314,,
1000000688,Galvan,Bronnie,Ozzie,Bloys,Keling,M,1917-11-22,607,,
1000000689,Marlowe,Augy,Lance,Tucsell,Annion,M,1940-08-02,2102,,
1000000690,Ethan,Sawyer,Maurice,Aburrow,Walbrook,M,2001-11-15,917,,
1000000691,Taite,Paulie,Constantino,Lavers,Matveiko,M,1971-08-02,1014,,
1000000692,Vito,Waldemar,Alvan,Ecclesall,Fowell,M,1905-04-11,2005,,
1000000693,Henry,Fonz,Erv,Deave,Tiesman,M,1904-04-21,1322,,
1000000694,Lindy,Yuri,Paulo,MacKomb,Trewin,M,1997-07-20,702,,
1000000695,Orazio,Marlowe,Pren,Stanyforth,Zanetello,M,1994-11-15,107,,
1000000696,Godart,Wadsworth,Nathanial,Denisyev,Geeson,M,1927-09-25,1320,,
1000000697,Alexis,Hamlin,Lanny,Cowey,Sirr,M,1991-03-24,1419,,
1000000698,Gauthier,Yankee,Ralf,Canning,Hattersley,M,1946-04-12,1907,,
1000000699,Dick,Victor,Esteban,Frostdyke,Womersley,M,2008-10-22,1611,,
1000000700,Dionisio,Bogey,Andrej,Mcettrick,Quinion,M,1925-10-29,911,,
1000000701,Syd,Francisco,Duffy,Molyneux,Elcoux,M,2020-11-26,806,,
1000000702,Eward,Andy,Simeon,Balkwill,Vitler,M,1970-07-29,612,,
1000000703,Manny,Cort,Shawn,Bowe,Cantu,M,2011-11-02,1415,,
1000000704,Marvin,Cameron,Elmo,McDavid,Gleave,M,1933-10-07,917,,
1000000705,Rube,Ellis,Humberto,Thornthwaite,Rowan,M,1957-02-10,911,,
1000000706,Ash,Remington,Cesar,Quiddihy,Umpleby,M,1945-10-22,2210,,
1000000707,Micky,Gaston,Hube,Neachell,Philippson,M,1936-11-16,1309,,
1000000708,Townsend,Meier,Klaus,Postians,Collick,M,1974-10-16,807,,
1000000709,Jase,Briano,Cal,Fraschetti,Athowe,M,1937-11-15,1702,,
1000000710,Gannie,Keenan,Mathias,Moodie,Monckton,M,1953-06-17,1405,,
1000000711,Bradney,Faber,Penrod,Adolf,Clemanceau,M,1984-01-20,1222,,
1000000712,Barri,Cale,Nealson,Beste,Egle of Germany,M,1926-09-05,304,,
1000000713,Hillery,Reinaldos,Shermie,Hanratty,Lodge,M,1958-10-10,609,,
1000000714,Cole,Bevon,Nicky,Rawcliff,Bandy,M,1990-03-26,508,,
1000000715,Britt,Dino,Myca,Demeter,Rait,M,1937-04-01,1505,,
1000000716,Bartram,Barty,Sid,Cancellieri,Timmons,M,1962-09-15,207,,
1000000717,Burnard,Rocky,Crichton,Duerdin,Potier,M,1942-10-18,1403,,
1000000718,Jarrid,Emmy,Augusto,Kimblen,Gretham,M,1994-04-08,1210,,
1000000719,Ritchie,Cart,Archie,McEntegart,Muge,M,1999-10-10,717,,
1000000720,Gaven,Lorant,Isaak,Allonby,Buckmaster,M,1923-09-27,712,,
1000000721,Ciro,Orren,Kerk,MacHostie,Aspey,M,2013-12-29,1223,,
1000000722,Donn,Cord,Pepe,Epelett,Millwall,M,1914-09-15,712,,
1000000723,Gar,Anthony,Brenden,Leads,Forst,M,2011-12-09,1707,,
1000000724,Carmine,Kiel,Simone,De Biasio,Fuster,M,1990-07-20,207,,
1000000725,Marcellus,Levin,Tanney,Clother,Ladlow,M,1979-09-02,1314,,
1000000726,Cyrille,Vinnie,Anton,Scipsey,McGurk,M,1979-09-04,1905,,
1000000727,Barnard,Martainn,Hussein,Goulding,Ridgewell,M,2012-08-14,1414,,
1000000728,Gregory,Wendall,Erv,Whitland,Paiton,M,2006-11-16,309,,
1000000729,Garik,Levin,Rowney,Mealand,Walklott,M,1960-03-27,1901,,
1000000730,Dilly,Faber,Dmitri,Olwen,Bread,M,1973-08-29,117,,
1000000731,Jacques,Patten,Parke,Renak,Laurens,M,2015-03-04,1103,,
1000000732,Joel,Antoine,Kort,Wrassell,Frenchum,M,1995-04-23,1223,,
1000000733,Eal,Pippo,Dale,Blare,Gerrell,M,1922-04-15,101,,
1000000734,Norton,Skylar,Waite,Grieves,Kennelly,M,1955-01-07,1016,,
1000000735,Hussein,Marvin,Norrie,Gibben,Hain,M,1995-11-09,1306,,
1000000736,Karney,Dougie,Iosep,Drowsfield,Himsworth,M,1945-04-02,1405,,
1000000737,Ebeneser,Leonidas,Sherwynd,Heephy,Toffolini,M,1907-05-25,113,,
1000000738,Oates,Selby,Boycie,Pyner,Cullagh,M,1909-07-15,309,,
1000000739,Monty,Dirk,Garek,Nutman,Sangwin,M,1985-09-02,1325,,
1000000740,Ethan,Conroy,Lon,Fishpond,Whyley,M,1997-10-22,719,,
1000000741,Aron,Glendon,Noe,Wahlberg,Bouchard,M,1979-07-15,1313,,
1000000742,Zollie,Abeu,Lucian,Tanzer,Espinoza,M,1912-10-19,407,,
1000000743,Hillery,Liam,Martino,Lippett,Foxwell,M,2011-09-28,922,,
1000000744,Orville,Kenn,Burtie,Reape,Mitro,M,1963-04-08,903,,
1000000745,Tiebout,Tedmund,Peter,Rothwell,Poyzer,M,2010-01-31,1603,,
1000000746,Alaster,Chan,Baillie,Moret,Doberer,M,1958-02-05,1614,,
1000000747,Matthieu,Yves,Devlen,Lipp,Chubb,M,1977-08-08,1504,,
1000000748,Elbert,Shermie,Nollie,Brabham,Zellmer,M,1956-02-22,1106,,
1000000749,Elliot,Land,Cullan,Iacomo,Wharby,M,1900-09-13,311,,
1000000750,Sammie,Buddy,Virgilio,Brimblecombe,Ducker,M,2007-06-26,1309,,
1000000751,Archibold,Marcello,Torr,Svanetti,Beynke,M,1932-10-08,1103,,
1000000752,Evelin,Clemente,Sibyl,Garfirth,Vondrach,M,1906-10-01,1411,,
1000000753,Ely,Nataniel,Orton,Wedgwood,Pinder,M,1993-12-20,804,,
1000000754,Huntley,Monro,Dannie,Cargill,Merrgan,M,1927-08-23,2107,,
1000000755,Horacio,Pryce,Morley,Dingley,Carvil,M,1903-09-04,2003,,
1000000756,Emery,Reed,Derwin,Cowpland,Fitt,M,1956-02-27,704,,
1000000757,Elden,Farr,Elwyn,Prover,Walkley,M,1913-08-04,1202,,
1000000758,Hank,Leopold,Gradeigh,McFayden,Parker,M,1995-11-24,315,,
1000000759,Darwin,Lawry,Ermin,Maycey,Bomfield,M,1926-04-04,1201,,
1000000760,Torrin,Alphonse,Meyer,Barok,Frosdick,M,1937-09-18,1017,,
1000000761,Alejoa,Yancey,Fergus,Strelitzer,Vaughn,M,1909-07-02,1208,,
1000000762,Kelwin,Alasdair,Winn,Anlay,Batty,M,1931-09-30,1315,,
1000000763,Othello,Flory,Izaak,Aylwin,Dawid,M,2000-01-13,1221,,
1000000764,Merry,Frederik,Miller,Dobey,Baselli,M,1979-12-01,1101,,
1000000765,Corbie,Darrin,Morgen,Stoneman,O'Keefe,M,1958-11-20,109,,
1000000766,Elia,Gaven,Micheil,Mankor,Vasile,M,1953-07-04,914,,
1000000767,Felipe,Thatcher,Aluino,MacRury,Busek,M,1911-11-07,923,,
1000000768,Nestor,Solomon,Sayres,Rosenberg,Bracegirdle,M,1942-08-06,1020,,
1000000769,Linus,Harland,Wesley,Woltman,Fouch,M,1907-08-08,2217,,
1000000770,Geoffrey,Errol,Moises,Gow,Halden,M,2012-02-17,312,,
1000000771,Chip,Konstantin,Evelin,Cuardall,MacConnal,M,2010-10-29,403,,
1000000772,Wyndham,Thorn,Isidro,Staker,Westraw,M,1968-12-16,614,,
1000000773,Sidney,Basile,Jeffy,McFaell,Meneghelli,M,1979-07-20,701,,
1000000774,Merry,Jamal,Dennis,Chisholm,Lampard,M,1982-12-24,1604,,
1000000775,Carrol,Hurleigh,Portie,Danniel,McIlherran,M,1964-07-20,1208,,
1000000776,Armin,Emery,Jonathan,Pigden,Matteotti,M,1935-11-21,1217,,
1000000777,Bennett,Shalom,Adolph,Hardan,Glisenan,M,1938-06-20,2107,,
1000000778,Gottfried,Sheffie,Norman,Chorley,Bilyard,M,2012-11-18,703,,
1000000779,Micky,Kleon,Chrotoem,Grugerr,Nan Carrow,M,1987-09-19,1019,,
1000000780,Zollie,Calvin,Jameson,Reicharz,Skey,M,1944-02-08,1414,,
1000000781,Jeramie,Bailie,Romain,Lease,Fleming,M,1903-04-12,2211,,
1000000782,Ab,Sayre,Devland,Pattrick,Lorkings,M,1919-06-16,2104,,
1000000783,Hervey,Hayward,Reese,Darton,Boice,M,1926-09-29,314,,
1000000784,Johnnie,Gunther,Ram,Enefer,Thorburn,M,1928-05-17,921,,
1000000785,Granville,Anson,Kimbell,Lansly,Twinn,M,1978-04-05,1417,,
1000000786,Worden,Giovanni,Nikolaos,Mathieson,Quartermaine,M,1949-11-05,604,,
1000000787,Shalom,Weylin,Farlay,Onn,Fernanando,M,1971-10-20,405,,
1000000788,Tabor,Gannie,Chandler,Weedall,McPike,M,1935-05-22,709,,
1000000789,Pen,Paxton,Ellwood,Asbury,L'Amie,M,1934-11-30,1016,,
1000000790,Torry,Vinson,Hans,Woodruff,Keedy,M,1966-07-24,1903,,
1000000791,Steve,Noel,Lester,Biddy,Trott,M,2018-04-04,2217,,
1000000792,Karel,Emile,Lennie,Hyde-Chambers,Fetherstan,M,1907-08-29,1011,,
1000000793,Philbert,Karel,Lonny,Gilcrist,Villalta,M,1950-01-26,2214,,
1000000794,Bartolomeo,Tedman,Nevil,Moxom,Sweetman,M,1948-07-26,1306,,
1000000795,Gib,Erin,Axe,McNamara,Gabbett,M,1988-10-22,1001,,
1000000796,Johny,Terrill,Arvin,Selborne,Entissle,M,1909-08-29,1911,,
1000000797,Hazlett,Cello,Chrissie,Jakubczyk,Oliveto,M,1993-03-25,1503,,
1000000798,Blaine,Saxe,Juan,Forrest,Carslaw,M,1923-07-16,1413,,
1000000799,Tye,Nestor,Jabez,Handslip,Woloschin,M,1975-11-11,1311,,
1000000800,Phip,Jermaine,Chad,Zeal,Arnaudot,M,1988-12-04,1015,,
1000000801,Glynn,Yehudit,Osbert,Leopard,Du Fray,M,1906-06-06,308,,
1000000802,Paten,Sammy,Nicky,MacCome,Astill,M,1943-07-13,1504,,
1000000803,Abbe,Hiram,Nealson,Sheryn,Wellwood,M,1950-10-23,1013,,
1000000804,Duffie,Abby,Benn,Camies,Juppe,M,1975-12-28,1224,,
1000000805,Gardner,Larry,Garey,Wackley,Standley,M,1955-12-31,313,,
1000000806,Walton,Yule,Vincenty,Elflain,Blacklawe,M,1970-06-12,1910,,
1000000807,Calhoun,Kim,Denys,Cradock,Ellif,M,1921-02-21,1710,,
1000000808,Thor,Sammie,Curt,Ashness,Taleworth,M,1917-12-30,919,,
1000000809,Car,Jens,Osbert,Sasser,Ide,M,1969-10-04,1020,,
1000000810,Chicky,Farlay,Leonard,Farryan,Maffioni,M,1982-12-22,301,,
1000000811,Augusto,Rickey,Redford,Daymond,Hawkeridge,M,2016-10-02,1016,,
1000000812,Eldredge,Gal,Grady,Waldron,Veal,M,2006-10-09,1709,,
1000000813,Kin,Hayes,Burlie,Sanchiz,Bradder,M,1967-09-26,1408,,
1000000814,Kirk,Averill,Benedetto,Farny,Element,M,1964-10-17,1015,,
1000000815,Karlik,Hoebart,Wittie,Bushell,Rowston,M,2009-04-17,806,,
1000000816,Efrem,Willard,Walther,Shrieve,Laxtonne,M,1922-05-19,2002,,
1000000817,Bobby,Bear,Creighton,Treleaven,Kastel,M,1955-11-12,1801,,
1000000818,Adolf,Claudell,Reginald,MacNamee,Maccrea,M,2009-05-06,1803,,
1000000819,Nealon,Gaylord,Saunder,McKernon,Sumption,M,1939-08-26,410,,
1000000820,Ellswerth,Jessee,Kaine,Eim,Van den Dael,M,1953-04-28,1418,,
1000000821,Germaine,Dermot,Abramo,Gittis,Sperry,M,2005-12-01,1006,,
1000000822,Chauncey,Elmore,Yard,Hovert,Brockwell,M,1922-05-15,701,,
1000000823,Stinky,Neddie,Jefferey,Tomaskunas,Saddington,M,1968-04-29,710,,
1000000824,Waite,Shepperd,Abbe,Titcomb,Rixon,M,2016-05-03,921,,
1000000825,Nefen,Ransell,Dougy,Eley,Craigheid,M,1949-01-06,2003,,
1000000826,Trent,Alastair,Aldon,Mee,Ovett,M,1913-08-08,103,,
1000000827,Bat,Alberto,Lucian,Lafferty,Pontin,M,1953-05-08,1106,,
1000000828,Tripp,Ignacio,Rickie,Goldin,Wetherill,M,1939-01-11,1108,,
1000000829,Yehudi,Gualterio,Ernest,Kite,Stonham,M,1978-12-21,1216,,
1000000830,Jed,Lennard,Duane,Batterham,Driscoll,M,1950-07-25,703,,
1000000831,Paulo,Lee,Iggy,Dulwich,Mayhead,M,1915-06-02,309,,
1000000832,Jack,Noll,Nikolaus,Cock,Blazewicz,M,1958-06-23,1201,,
1000000833,Cecilius,Moses,Frazer,Micklewright,Aleavy,M,1944-02-04,1316,,
1000000834,Pip,Berty,Jesse,Ebbutt,Nials,M,1976-04-16,1203,,
1000000835,Sylas,Morgen,Juan,Brodest,Norton,M,2002-05-22,1616,,
1000000836,Walton,Andrea,Harris,Sjollema,Gland,M,1938-03-01,1207,,
1000000837,Reynold,Patrice,Garald,Waghorne,Simmill,M,1908-10-24,1019,,
1000000838,Jason,Ulises,Ephrem,Starcks,Ivanyushkin,M,1901-09-15,115,,
1000000839,Ripley,Dylan,Barris,Dyerson,Clewett,M,2012-05-24,1001,,
1000000840,Petey,Addie,Bary,Stemson,Adamowicz,M,1967-12-07,403,,
1000000841,Wainwright,Findley,Johnathan,Georgius,Chimienti,M,2002-07-27,205,,
1000000842,Jules,Kippy,Olivero,Morgue,Manoelli,M,1960-07-31,2205,,
1000000843,Zerk,Barnabas,Linn,Handes,Lowfill,M,2014-09-23,1903,,
1000000844,Chas,Roger,Karel,Hasluck,Hayle,M,1966-09-23,1616,,
1000000845,Tobias,Bendicty,Alejandro,Tibald,Elcox,M,1918-12-15,1323,,
1000000846,Dilan,Carling,Everard,Blazdell,Tiddy,M,1967-12-22,1612,,
1000000847,Welsh,Olivier,Den,Kilban,Surcomb,M,1970-07-23,511,,
1000000848,Skipper,Hodge,Prentice,Folkerts,Hardy,M,1923-07-28,2212,,
1000000849,Anders,Harman,Jasper,Moncaster,Iacovolo,M,2016-10-19,1224,,
1000000850,Alfonse,Trenton,Manolo,Cornelius,Baynon,M,2009-07-25,613,,
1000000851,Winnie,Rabi,Dewie,Pietasch,Butterwick,M,1953-06-10,1302,,
1000000852,Gonzales,Meredith,James,Main,Nelmes,M,1907-10-15,312,,
1000000853,Dominic,Felice,Dene,Mateuszczyk,Ollivier,M,1991-08-28,1904,,
1000000854,Wilek,Slade,Everard,Latehouse,Flancinbaum,M,1928-03-18,1715,,
1000000855,Orion,Walker,Ray,Swainsbury,Skirving,M,2001-04-03,1101,,
1000000856,Sonny,Ulises,Otho,Brash,Mangenot,M,1983-10-03,612,,
1000000857,Walt,Albert,Rickie,Hawkridge,Meeking,M,1948-02-17,1606,,
1000000858,Lion,Virge,Zerk,Wimbridge,Cleverley,M,1922-02-18,1219,,
1000000859,Hugibert,Pavlov,Linoel,Jatczak,Bergstrand,M,2001-01-27,713,,
1000000860,Lothaire,Gard,Brnaba,Catton,Lysons,M,1907-06-19,1206,,
1000000861,Ruben,Kim,Carlo,Toffler,Ponting,M,1912-07-13,502,,
1000000862,Husein,Ximenes,Jud,Sumers,Brear,M,2017-12-16,507,,
1000000863,Garey,Haven,Jeremiah,Dougliss,Karpman,M,1958-02-23,2101,,
1000000864,Robinson,Phil,Gerhardt,Chisholme,Dytham,M,1977-05-17,205,,
1000000865,Pepito,Faber,Bard,Dumblton,Baggott,M,1987-06-01,1014,,
1000000866,Gasper,Norrie,Barnaby,Guard,Bertelsen,M,1913-01-02,601,,
1000000867,Munmro,Kent,Lawton,Ubank,Isakov,M,1960-05-07,109,,
1000000868,Judah,Phillip,Donall,Trenouth,Pimm,M,1966-08-04,208,,
1000000869,Johnathon,Herschel,Dennie,McKeaney,Waterson,M,1919-03-05,1911,,
1000000870,Christian,Dunstan,Addy,Malpass,Mardle,M,2010-02-02,804,,
1000000871,Morty,Isidor,Nappy,Tincombe,Bateup,M,1906-05-03,306,,
1000000872,Markos,Aldis,Jude,Lindl,Waller-Bridge,M,2014-02-12,1010,,
1000000873,Obadiah,Oby,Merv,Mattiessen,Carnell,M,1930-05-04,708,,
1000000874,Darill,Vinnie,Milt,Grundle,Bartholat,M,1927-11-21,1706,,
1000000875,Alfons,Tony,Chen,Yerrell,Ribou,M,1944-05-12,1008,,
1000000876,Bertram,Maximo,Reade,Board,Demogeot,M,1962-07-21,1001,,
1000000877,Nickolai,Isadore,Wilhelm,Hanney,Lattimore,M,1912-07-03,102,,
1000000878,Gideon,Artair,Gustaf,Liptrot,Kubelka,M,1963-05-08,905,,
1000000879,Taber,Philip,Morgen,Clynmans,Terrans,M,1940-05-18,1021,,
1000000880,Herrick,Archie,Raviv,Farthing,Izakoff,M,1909-11-25,902,,
1000000881,Tome,Gonzales,Yehudit,Jones,Petticrew,M,1947-12-23,1320,,
1000000882,Stanislas,Booth,Jeffry,Bleackly,Mill,M,1985-08-07,1016,,
1000000883,Kasper,Cyrillus,Joshua,Aggett,Mainston,M,1906-03-31,2008,,
1000000884,Man,Percy,Haywood,Skaid,Rableau,M,2017-11-30,2007,,
1000000885,Clemente,Rudie,Levon,Woolward,Wipper,M,1919-11-21,1603,,
1000000886,Nicol,Hamil,Porty,Danks,Gorst,M,1924-12-26,1904,,
1000000887,Harbert,Decca,Linn,Steaning,Talton,M,1950-11-27,613,,
1000000888,Andrea,Goraud,Seamus,Petrello,Strickland,M,1920-10-28,416,,
1000000889,Fairleigh,Benny,Antons,Renvoys,Buscher,M,1968-06-17,1603,,
1000000890,Erwin,Nicko,Alphonso,Cubitt,Jachimak,M,1900-06-14,1021,,
1000000891,Cully,Ermanno,Chicky,Goodsell,O'Neal,M,1916-03-19,1318,,
1000000892,Matthieu,Bernie,Gunther,Pike,Apedaile,M,1981-08-28,805,,
1000000893,Crichton,Sergeant,Miltie,Downs,Kaysor,M,1941-06-27,2006,,
1000000894,Anatollo,Yance,Bryant,Kinmond,Cokly,M,1926-08-01,1329,,
1000000895,Nichole,Brennen,Chris,Dorian,Pocklington,M,1952-03-20,1419,,
1000000896,Maje,Broddy,Bertram,Slides,Cammacke,M,1997-08-02,2217,,
1000000897,Court,Bradley,Yank,Milberry,Arnaudot,M,1964-11-25,1324,,
1000000898,Adams,Dag,Rupert,Pourveer,McSharry,M,1971-07-18,2007,,
1000000899,Rainer,Elijah,Amos,Stillert,Fishpool,M,1953-03-10,1216,,
1000000900,Traver,Dudley,Keefe,Pollack,Bordiss,M,1915-05-20,1712,,
1000000901,Forster,Rikki,Andrea,Shackel,Patria,M,1938-09-09,106,,
1000000902,Silvano,Allard,Pietro,Joontjes,Kimmerling,M,1920-03-20,1218,,
1000000903,Tanner,Adan,Pablo,Sloy,Mabe,M,1987-10-04,702,,
1000000904,Jimmie,Lewiss,Wilden,Weson,Davitashvili,M,1918-08-18,708,,
1000000905,Chaim,Killian,Ave,Gorring,Rue,M,1918-12-16,2206,,
1000000906,Edgard,Heriberto,Johannes,Camplejohn,Simak,M,1951-08-27,2002,,
1000000907,Symon,Orlando,Waylon,Birney,Langham,M,1955-02-18,1007,,
1000000908,Jamesy,Gaultiero,Jae,Peare,Chalke,M,1931-12-02,1201,,
1000000909,Gabi,Cale,Dolf,Pelchat,McNally,M,1906-07-07,609,,
1000000910,Findlay,Morton,Jason,Barnson,Orum,M,2015-10-10,1412,,
1000000911,Coleman,Hobard,Asa,Havard,Dufton,M,1911-04-27,1325,,
1000000912,Cordy,Ewan,Wheeler,Bauckham,Warbeys,M,1916-06-10,612,,
1000000913,Willard,Nicolai,Jeremias,Sclanders,Styant,M,1975-01-05,1203,,
1000000914,Gottfried,Drake,Monty,Raubheim,Howselee,M,1932-08-08,901,,
1000000915,Eberto,Shelley,Tannie,Whickman,Adamsson,M,2011-07-23,1012,,
1000000916,Hewitt,Axel,Jerrome,Meldon,Kick,M,1940-09-16,505,,
1000000917,Kearney,Dicky,Torre,Disley,Bravington,M,1937-09-08,614,,
1000000918,Ralph,Bjorn,Pepito,Frood,Rearden,M,2001-08-31,919,,
1000000919,Obadias,Dorey,Huntley,Davydoch,Sevin,M,1926-04-25,1229,,
1000000920,Archambault,Sterling,Nickey,Barrar,McGettigan,M,1996-08-01,708,,
1000000921,Chrissie,Lennie,Garald,Lambdean,De la Yglesia,M,1994-01-19,1419,,
1000000922,Jarret,Keir,Gregorio,Churn,Caudelier,M,1990-03-20,1318,,
1000000923,Gaelan,Morgen,Vanya,Antyshev,Dumbare,M,2020-02-13,1319,,
1000000924,Christoffer,Leon,Andrew,Sibly,Frankema,M,1923-12-29,1021,,
1000000925,Kippy,Kareem,Bearnard,Brenstuhl,Huckin,M,1951-11-30,204,,
1000000926,Hubey,Aguie,Cornie,Schaffel,Saddleton,M,1952-12-10,916,,
1000000927,Nevins,Geordie,Caryl,Clawe,Gorries,M,1986-08-15,908,,
1000000928,Ezechiel,Kiley,Ari,Rubenov,Escolme,M,1982-07-29,1305,,
1000000929,Pearce,Tremain,Decca,Valde,Laugheran,M,1916-04-11,303,,
1000000930,Thurston,Serge,Stephen,Ferby,Shambrook,M,2019-04-22,706,,
1000000931,Ronny,Bastian,Jim,LLelweln,Buller,M,1980-02-05,301,,
1000000932,Thatcher,Alphonse,Dewitt,Beedle,Paffley,M,1929-01-17,505,,
1000000933,Verney,Jae,Pavlov,Yorath,McElrath,M,1937-03-11,1410,,
1000000934,Shem,Quent,Solomon,Tommis,Ingraham,M,2021-06-08,415,,
1000000935,Gavin,Trip,Harris,Batstone,Warmington,M,2008-01-18,605,,
1000000936,Stevie,Rock,Kelwin,Cagan,Pawlik,M,1968-09-04,2008,,
1000000937,Hervey,Hillyer,Nico,Cardozo,Kerrane,M,2012-01-05,2010,,
1000000938,Ashby,Findlay,Brnaba,Collier,Donnelly,M,1963-02-07,920,,
1000000939,Franny,Edsel,Bartolemo,Manssuer,Gosnay,M,1902-08-17,2215,,
1000000940,Kevan,Sonnie,Brannon,Laviste,Joder,M,1910-05-15,608,,
1000000941,Hunfredo,Kristoffer,Witty,Tiffney,Houndsom,M,1937-02-19,1901,,
1000000942,Roderigo,Benito,Nollie,Mocquer,Greig,M,1919-12-13,711,,
1000000943,Fons,Marcel,Walther,Huckin,Joskowicz,M,1924-10-04,808,,
1000000944,Fitzgerald,Andrea,Will,Harbage,Garett,M,1958-07-18,609,,
1000000945,Durward,Lalo,Budd,Zahor,Burnitt,M,1955-07-28,1610,,
1000000946,Jessey,Arch,Gorden,Conyer,Pashan,M,1997-04-08,1605,,
1000000947,Hercule,Germayne,Wade,Brenneke,Snoddy,M,2005-12-25,1616,,
1000000948,Morey,Saunders,Adrien,Iacomi,Risen,M,1991-05-08,910,,
1000000949,Heindrick,Giffer,Fletch,Walczynski,Tembridge,M,1960-08-17,2011,,
